abstract,acl_url,anthology,anthology_id,arxiv_url,authors,month,title,venue,year
"As political polarization in the United States continues to rise, the question of whether polarized individuals can fruitfully cooperate becomes pressing. Although diversity of individual perspectives typically leads to superior team performance on complex tasks, strong political perspectives have been associated with conflict, misinformation and a reluctance to engage with people and perspectives beyond one's echo chamber. It is unclear whether self-selected teams of politically diverse individuals will create higher or lower quality outcomes. In this paper, we explore the effect of team political composition on performance through analysis of millions of edits to Wikipedia's Political, Social Issues, and Science articles. We measure editors' political alignments by their contributions to conservative versus liberal articles. A survey of editors validates that those who primarily edit liberal articles identify more strongly with the Democratic party and those who edit conservative ones with the Republican party. Our analysis then reveals that polarized teams---those consisting of a balanced set of politically diverse editors---create articles of higher quality than politically homogeneous teams. The effect appears most strongly in Wikipedia's Political articles, but is also observed in Social Issues and even Science articles. Analysis of article ""talk pages"" reveals that politically polarized teams engage in longer, more constructive, competitive, and substantively focused but linguistically diverse debates than political moderates. More intense use of Wikipedia policies by politically diverse teams suggests institutional design principles to help unleash the power of politically polarized teams.",http://aclweb.org/anthology/D17-1165,D17-1,D17-1165,https://arxiv.org/abs/1712.06414,"('David Vilares', 'Yulan He')",9,Detecting Perspectives in Political Debates,EMNLP,2017
,http://aclweb.org/anthology/D17-1166,D17-1,D17-1166,,"('Sandesh Swamy', 'Alan Ritter', 'Marie-Catherine de Marneffe')",9,"
      ""i have a feeling trump will win.................."": Forecasting Winners
      and Losers from User Predictions on Twitter
    ",EMNLP,2017
"Emotion cause extraction aims to identify the reasons behind a certain emotion expressed in text. It is a much more difficult task compared to emotion classification. Inspired by recent advances in using deep memory networks for question answering (QA), we propose a new approach which considers emotion cause identification as a reading comprehension task in QA. Inspired by convolutional neural networks, we propose a new mechanism to store relevant context in different memory slots to model context information. Our proposed approach can extract both word level sequence features and lexical features. Performance evaluation shows that our method achieves the state-of-the-art performance on a recently released emotion cause dataset, outperforming a number of competitive baselines by at least 3.01% in F-measure.",http://aclweb.org/anthology/D17-1167,D17-1,D17-1167,https://arxiv.org/abs/1708.05482,"('Lin Gui', 'Jiannan Hu', 'Yulan He', 'Ruifeng Xu', 'Lu Qin', 'Jiachen Du')",9,A Question Answering Approach for Emotion Cause Extraction,EMNLP,2017
"Although there has been substantial research in software analytics for effort estimation in traditional software projects, little work has been done for estimation in agile projects, especially estimating user stories or issues. Story points are the most common unit of measure used for estimating the effort involved in implementing a user story or resolving an issue. In this paper, we offer for the \emph{first} time a comprehensive dataset for story points-based estimation that contains 23,313 issues from 16 open source projects. We also propose a prediction model for estimating story points based on a novel combination of two powerful deep learning architectures: long short-term memory and recurrent highway network. Our prediction system is \emph{end-to-end} trainable from raw input data to prediction outcomes without any manual feature engineering. An empirical evaluation demonstrates that our approach consistently outperforms three common effort estimation baselines and two alternatives in both Mean Absolute Error and the Standardized Accuracy.",http://aclweb.org/anthology/D17-1168,D17-1,D17-1168,https://arxiv.org/abs/1609.00489,"('Snigdha Chaturvedi', 'Haoruo Peng', 'Dan Roth')",9,Story Comprehension for Predicting What Happens Next,EMNLP,2017
,http://aclweb.org/anthology/D17-1169,D17-1,D17-1169,,"('Bjarke Felbo', 'Alan Mislove', 'Anders Søgaard', 'Iyad Rahwan', 'Sune Lehmann')",9,"
      Using millions of emoji occurrences to learn any-domain representations
      for detecting sentiment, emotion and sarcasm
    ",EMNLP,2017
"We present opinion recommendation, a novel task of jointly predicting a custom review with a rating score that a certain user would give to a certain product or service, given existing reviews and rating scores to the product or service by other users, and the reviews that the user has given to other products and services. A characteristic of opinion recommendation is the reliance of multiple data sources for multi-task joint learning, which is the strength of neural models. We use a single neural network to model users and products, capturing their correlation and generating customised product representations using a deep memory network, from which customised ratings and reviews are constructed jointly. Results show that our opinion recommendation system gives ratings that are closer to real user ratings on Yelp.com data compared with Yelp's own ratings, and our methods give better results compared to several pipelines baselines using state-of-the-art sentiment rating and summarization systems.",http://aclweb.org/anthology/D17-1170,D17-1,D17-1170,https://arxiv.org/abs/1702.01517,"('Zhongqing Wang', 'Yue Zhang')",9,Opinion Recommendation Using A Neural Model,EMNLP,2017
"Unsupervised dependency parsing, which tries to discover linguistic dependency structures from unannotated data, is a very challenging task. Almost all previous work on this task focuses on learning generative models. In this paper, we develop an unsupervised dependency parsing model based on the CRF autoencoder. The encoder part of our model is discriminative and globally normalized which allows us to use rich features as well as universal linguistic priors. We propose an exact algorithm for parsing as well as a tractable learning algorithm. We evaluated the performance of our model on eight multilingual treebanks and found that our model achieved comparable performance with state-of-the-art approaches.",http://aclweb.org/anthology/D17-1171,D17-1,D17-1171,https://arxiv.org/abs/1708.01018,"('Jiong Cai', 'Yong Jiang', 'Kewei Tu')",9,CRF Autoencoder for Unsupervised Dependency Parsing,EMNLP,2017
,http://aclweb.org/anthology/D17-1172,D17-1,D17-1172,,"('Caio Corro', 'Joseph Le Roux', 'Mathieu Lacroix')",9,"
      Efficient Discontinuous Phrase-Structure Parsing via the Generalized
      Maximum Spanning Arborescence
    ",EMNLP,2017
"Parsing sentences to linguistically-expressive semantic representations is a key goal of Natural Language Processing. Yet statistical parsing has focused almost exclusively on bilexical dependencies or domain-specific logical forms. We propose a neural encoder-decoder transition-based parser which is the first full-coverage semantic graph parser for Minimal Recursion Semantics (MRS). The model architecture uses stack-based embedding features, predicting graphs jointly with unlexicalized predicates and their token alignments. Our parser is more accurate than attention-based baselines on MRS, and on an additional Abstract Meaning Representation (AMR) benchmark, and GPU batch processing makes it an order of magnitude faster than a high-precision grammar-based parser. Further, the 86.69% Smatch score of our MRS parser is higher than the upper-bound on AMR parsing, making MRS an attractive choice as a semantic representation.",http://aclweb.org/anthology/D17-1173,D17-1,D17-1173,https://arxiv.org/abs/1704.07092,['Xiaoqing Zheng'],9,Incremental Graph-based Neural Dependency Parsing,EMNLP,2017
"This paper describes adaptations for EaFi, a parser for easy-first parsing of discontinuous constituents, to adapt it to multiple languages as well as make use of the unlabeled data that was provided as part of the SPMRL shared task 2014.",http://aclweb.org/anthology/D17-1174,D17-1,D17-1174,https://arxiv.org/abs/1409.3813,"('Miloš Stanojević', 'Raquel Garrido Alhama')",9,Neural Discontinuous Constituency Parsing,EMNLP,2017
"The addition of syntax-aware decoding in Neural Machine Translation (NMT) systems requires an effective tree-structured neural network, a syntax-aware attention model and a language generation model that is sensitive to sentence structure. We exploit a top-down tree-structured model called DRNN (Doubly-Recurrent Neural Networks) first proposed by Alvarez-Melis and Jaakola (2017) to create an NMT model called Seq2DRNN that combines a sequential encoder with tree-structured decoding augmented with a syntax-aware attention model. Unlike previous approaches to syntax-based NMT which use dependency parsing models our method uses constituency parsing which we argue provides useful information for translation. In addition, we use the syntactic structure of the sentence to add new connections to the tree-structured decoder neural network (Seq2DRNN+SynC). We compare our NMT model with sequential and state of the art syntax-based NMT models and show that our model produces more fluent translations with better reordering. Since our model is capable of doing translation and constituency parsing at the same time we also compare our parsing accuracy against other neural parsing models.",http://aclweb.org/anthology/D17-1175,D17-1,D17-1175,https://arxiv.org/abs/1809.01854,"('Zhirui Zhang', 'Shujie Liu', 'Mu Li', 'Ming Zhou', 'Enhong Chen')",9,Stack-based Multi-layer Attention for Transition-based Dependency Parsing,EMNLP,2017
"We study the impact of big models (in terms of the degree of lexicalization) and big data (in terms of the training corpus size) on dependency grammar induction. We experimented with L-DMV, a lexicalized version of Dependency Model with Valence and L-NDMV, our lexicalized extension of the Neural Dependency Model with Valence. We find that L-DMV only benefits from very small degrees of lexicalization and moderate sizes of training corpora. L-NDMV can benefit from big training data and lexicalization of greater degrees, especially when enhanced with good model initialization, and it achieves a result that is competitive with the current state-of-the-art.",http://aclweb.org/anthology/D17-1176,D17-1,D17-1176,https://arxiv.org/abs/1708.00801,"('Wenjuan Han', 'Yong Jiang', 'Kewei Tu')",9,Dependency Grammar Induction with Neural Lexicalization and Big Training Data,EMNLP,2017
,http://aclweb.org/anthology/D17-1177,D17-1,D17-1177,,"('Yong Jiang', 'Wenjuan Han', 'Kewei Tu')",9,"
      Combining Generative and Discriminative Approaches to Unsupervised
      Dependency Parsing via Dual Decomposition
    ",EMNLP,2017
"We describe SLING, a framework for parsing natural language into semantic frames. SLING supports general transition-based, neural-network parsing with bidirectional LSTM input encoding and a Transition Based Recurrent Unit (TBRU) for output decoding. The parsing model is trained end-to-end using only the text tokens as input. The transition system has been designed to output frame graphs directly without any intervening symbolic representation. The SLING framework includes an efficient and scalable frame store implementation as well as a neural network JIT compiler for fast inference during parsing. SLING is implemented in C++ and it is available for download on GitHub.",http://aclweb.org/anthology/D17-1178,D17-1,D17-1178,https://arxiv.org/abs/1710.07032,"('Mitchell Stern', 'Daniel Fried', 'Dan Klein')",9,Effective Inference for Generative Neural Parsing,EMNLP,2017
"Conditional Random Field (CRF) and recurrent neural models have achieved success in structured prediction. More recently, there is a marriage of CRF and recurrent neural models, so that we can gain from both non-linear dense features and globally normalized CRF objective. These recurrent neural CRF models mainly focus on encode node features in CRF undirected graphs. However, edge features prove important to CRF in structured prediction. In this work, we introduce a new recurrent neural CRF model, which learns non-linear edge features, and thus makes non-linear features encoded completely. We compare our model with different neural models in well-known structured prediction tasks. Experiments show that our model outperforms state-of-the-art methods in NP chunking, shallow parsing, Chinese word segmentation and POS tagging.",http://aclweb.org/anthology/D17-1179,D17-1,D17-1179,https://arxiv.org/abs/1611.04233,"('Xiao Zhang', 'Yong Jiang', 'Hao Peng', 'Kewei Tu', 'Dan Goldwasser')",9,Semi-supervised Structured Prediction with Neural CRF Autoencoder,EMNLP,2017
"We present a graph-based Tree Adjoining Grammar (TAG) parser that uses BiLSTMs, highway connections, and character-level CNNs. Our best end-to-end parser, which jointly performs supertagging, POS tagging, and parsing, outperforms the previously reported best results by more than 2.2 LAS and UAS points. The graph-based parsing architecture allows for global inference and rich feature representations for TAG parsing, alleviating the fundamental trade-off between transition-based and graph-based parsing systems. We also demonstrate that the proposed parser achieves state-of-the-art performance in the downstream tasks of Parsing Evaluation using Textual Entailments (PETE) and Unbounded Dependency Recovery. This provides further support for the claim that TAG is a viable formalism for problems that require rich structural analysis of sentences.",http://aclweb.org/anthology/D17-1180,D17-1,D17-1180,https://arxiv.org/abs/1804.06610,"('Jungo Kasai', 'Bob Frank', 'Tom McCoy', 'Owen Rambow', 'Alexis Nasr')",9,TAG Parsing with Neural Networks and Vector Representations of Supertags,EMNLP,2017
,http://aclweb.org/anthology/D17-1181,D17-1,D17-1181,,"('Heike Adel', 'Hinrich Schütze')",9,"
      Global Normalization of Convolutional Neural Networks for Joint Entity and
      Relation Classification
    ",EMNLP,2017
"Multi objective (MO) optimization is an emerging field which is increasingly being implemented in many industries globally. In this work, the MO optimization of the extraction process of bioactive compounds from the Gardenia Jasminoides Ellis fruit was solved. Three swarm-based algorithms have been applied in conjunction with normal-boundary intersection (NBI) method to solve this MO problem. The gravitational search algorithm (GSA) and the particle swarm optimization (PSO) technique were implemented in this work. In addition, a novel Hopfield-enhanced particle swarm optimization was developed and applied to the extraction problem. By measuring the levels of dominance, the optimality of the approximate Pareto frontiers produced by all the algorithms were gauged and compared. Besides, by measuring the levels of convergence of the frontier, some understanding regarding the structure of the objective space in terms of its relation to the level of frontier dominance is uncovered. Detail comparative studies were conducted on all the algorithms employed and developed in this work.",http://aclweb.org/anthology/D17-1182,D17-1,D17-1182,https://arxiv.org/abs/1611.06086,"('Meishan Zhang', 'Yue Zhang', 'Guohong Fu')",9,End-to-End Neural Relation Extraction with Global Optimization,EMNLP,2017
"Automatic construction of large knowledge graphs (KG) by mining web-scale text datasets has received considerable attention recently. Estimating accuracy of such automatically constructed KGs is a challenging problem due to their size and diversity. This important problem has largely been ignored in prior research we fill this gap and propose KGEval. KGEval binds facts of a KG using coupling constraints and crowdsources the facts that infer correctness of large parts of the KG. We demonstrate that the objective optimized by KGEval is submodular and NP-hard, allowing guarantees for our approximation algorithm. Through extensive experiments on real-world datasets, we demonstrate that KGEval is able to estimate KG accuracy more accurately compared to other competitive baselines, while requiring significantly lesser number of human evaluations.",http://aclweb.org/anthology/D17-1183,D17-1,D17-1183,https://arxiv.org/abs/1610.06912,"('Prakhar Ojha', 'Partha Talukdar')",9,KGEval: Accuracy Estimation of Automatically Constructed Knowledge Graphs,EMNLP,2017
"Embedding learning, a.k.a. representation learning, has been shown to be able to model large-scale semantic knowledge graphs. A key concept is a mapping of the knowledge graph to a tensor representation whose entries are predicted by models using latent representations of generalized entities. Latent variable models are well suited to deal with the high dimensionality and sparsity of typical knowledge graphs. In recent publications the embedding models were extended to also consider time evolutions, time patterns and subsymbolic representations. In this paper we map embedding models, which were developed purely as solutions to technical problems for modelling temporal knowledge graphs, to various cognitive memory functions, in particular to semantic and concept memory, episodic memory, sensory memory, short-term memory, and working memory. We discuss learning, query answering, the path from sensory input to semantic decoding, and the relationship between episodic memory and semantic memory. We introduce a number of hypotheses on human memory that can be derived from the developed mathematical models.",http://aclweb.org/anthology/D17-1184,D17-1,D17-1184,https://arxiv.org/abs/1511.07972,"('Jay Pujara', 'Eriq Augustine', 'Lise Getoor')",9,Sparsity and Noise: Where Knowledge Graph Embeddings Fall Short,EMNLP,2017
"We construct the duality-symmetric actions for a large class of six-dimensional models describing hierarchies of non-Abelian scalar, vector and tensor fields related to each other by first-order (self-)duality equations that follow from these actions. In particular, this construction provides a Lorentz invariant action for non-Abelian self-dual tensor fields. The class of models includes the bosonic sectors of the 6d (1,0) superconformal models of interacting non-Abelian self-dual tensor, vector, and hypermultiplets.",http://aclweb.org/anthology/D17-1185,D17-1,D17-1185,https://arxiv.org/abs/1305.1304,"('Goran Glavaš', 'Simone Paolo Ponzetto')",9,Dual Tensor Model for Detecting Asymmetric Lexico-Semantic Relations,EMNLP,2017
"Distantly supervised relation extraction has been widely used to find novel relational facts from plain text. To predict the relation between a pair of two target entities, existing methods solely rely on those direct sentences containing both entities. In fact, there are also many sentences containing only one of the target entities, which provide rich and useful information for relation extraction. To address this issue, we build inference chains between two target entities via intermediate entities, and propose a path-based neural relation extraction model to encode the relational semantics from both direct sentences and inference chains. Experimental results on real-world datasets show that, our model can make full use of those sentences containing only one target entity, and achieves significant and consistent improvements on relation extraction as compared with baselines. The source code of this paper can be obtained from https: //github.com/thunlp/PathNRE.",http://aclweb.org/anthology/D17-1186,D17-1,D17-1186,https://arxiv.org/abs/1609.07479,"('Wenyuan Zeng', 'Yankai Lin', 'Zhiyuan Liu', 'Maosong Sun')",9,Incorporating Relation Paths in Neural Relation Extraction,EMNLP,2017
"Adversarial training (AT) is a regularization method that can be used to improve the robustness of neural network methods by adding small perturbations in the training data. We show how to use AT for the tasks of entity recognition and relation extraction. In particular, we demonstrate that applying AT to a general purpose baseline model for jointly extracting entities and relations, allows improving the state-of-the-art effectiveness on several datasets in different contexts (i.e., news, biomedical, and real estate data) and for different languages (English and Dutch).",http://aclweb.org/anthology/D17-1187,D17-1,D17-1187,https://arxiv.org/abs/1808.06876,"('Yi Wu', 'David Bamman', 'Stuart Russell')",9,Adversarial Training for Relation Extraction,EMNLP,2017
"The growing demand for structured knowledge has led to great interest in relation extraction, especially in cases with limited supervision. However, existing distance supervision approaches only extract relations expressed in single sentences. In general, cross-sentence relation extraction is under-explored, even in the supervised-learning setting. In this paper, we propose the first approach for applying distant supervision to cross- sentence relation extraction. At the core of our approach is a graph representation that can incorporate both standard dependencies and discourse relations, thus providing a unifying way to model relations within and across sentences. We extract features from multiple paths in this graph, increasing accuracy and robustness when confronted with linguistic variation and analysis error. Experiments on an important extraction task for precision medicine show that our approach can learn an accurate cross-sentence extractor, using only a small existing knowledge base and unlabeled text from biomedical research articles. Compared to the existing distant supervision paradigm, our approach extracted twice as many relations at similar precision, thus demonstrating the prevalence of cross-sentence relations and the promise of our approach.",http://aclweb.org/anthology/D17-1188,D17-1,D17-1188,https://arxiv.org/abs/1609.04873,"('Daniil Sorokin', 'Iryna Gurevych')",9,Context-Aware Representations for Knowledge Base Relation Extraction,EMNLP,2017
"Distant supervision is a widely applied approach to automatic training of relation extraction systems and has the advantage that it can generate large amounts of labelled data with minimal effort. However, this data may contain errors and consequently systems trained using distant supervision tend not to perform as well as those based on manually labelled data. This work proposes a novel method for detecting potential false negative training examples using a knowledge inference method. Results show that our approach improves the performance of relation extraction systems trained using distantly supervised data.",http://aclweb.org/anthology/D17-1189,D17-1,D17-1189,https://arxiv.org/abs/1509.03739,"('Tianyu Liu', 'Kexiang Wang', 'Baobao Chang', 'Zhifang Sui')",9,A Soft-label Method for Noise-tolerant Distantly Supervised Relation Extraction,EMNLP,2017
,http://aclweb.org/anthology/D17-1190,D17-1,D17-1190,,"('Prafulla Kumar Choubey', 'Ruihong Huang')",9,"
      A Sequential Model for Classifying Temporal Relations between
      Intra-Sentence Events
    ",EMNLP,2017
"Deep residual learning (ResNet) is a new method for training very deep neural networks using identity map-ping for shortcut connections. ResNet has won the ImageNet ILSVRC 2015 classification task, and achieved state-of-the-art performances in many computer vision tasks. However, the effect of residual learning on noisy natural language processing tasks is still not well understood. In this paper, we design a novel convolutional neural network (CNN) with residual learning, and investigate its impacts on the task of distantly supervised noisy relation extraction. In contradictory to popular beliefs that ResNet only works well for very deep networks, we found that even with 9 layers of CNNs, using identity mapping could significantly improve the performance for distantly-supervised relation extraction.",http://aclweb.org/anthology/D17-1191,D17-1,D17-1191,https://arxiv.org/abs/1707.08866,"('YiYao Huang', 'William Yang Wang')",9,Deep Residual Learning for Weakly-Supervised Relation Extraction,EMNLP,2017
,http://aclweb.org/anthology/D17-1192,D17-1,D17-1192,,"('Qing Zhang', 'Houfeng Wang')",9,"
      Noise-Clustered Distant Supervision for Relation Extraction: A
      Nonparametric Bayesian Perspective
    ",EMNLP,2017
"Semantic Similarity is an important application which finds its use in many downstream NLP applications. Though the task is mathematically defined, semantic similarity's essence is to capture the notions of similarity impregnated in humans. Machines use some heuristics to calculate the similarity between words, but these are typically corpus dependent or are useful for specific domains. The difference between Semantic Similarity and Semantic Relatedness motivates the development of new algorithms. For a human, the word car and road are probably as related as car and bus. But this may not be the case for computational methods. Ontological methods are good at encoding Semantic Similarity and Vector Space models are better at encoding Semantic Relatedness. There is a dearth of methods which leverage ontologies to create better vector representations. The aim of this proposal is to explore in the direction of a hybrid method which combines statistical/vector space methods like Word2Vec and Ontological methods like WordNet to leverage the advantages provided by both.",http://aclweb.org/anthology/D17-1193,D17-1,D17-1193,https://arxiv.org/abs/1805.06503,"('Kata Gábor', 'Haifa Zargayouna', 'Isabelle Tellier', 'Davide Buscaldi', 'Thierry Charnois')",9,Exploring Vector Spaces for Semantic Relations,EMNLP,2017
,http://aclweb.org/anthology/D17-1194,D17-1,D17-1194,,"('Andrey Kutuzov', 'Erik Velldal', 'Lilja Øvrelid')",9,"
      Temporal dynamics of semantic relations in word embeddings: an application
      to predicting armed conflict participants
    ",EMNLP,2017
"Understanding a long document requires tracking how entities are introduced and evolve over time. We present a new type of language model, EntityNLM, that can explicitly model entities, dynamically update their representations, and contextually generate their mentions. Our model is generative and flexible; it can model an arbitrary number of entities in context while generating each entity mention at an arbitrary length. In addition, it can be used for several different tasks such as language modeling, coreference resolution, and entity prediction. Experimental results with all these tasks demonstrate that our model consistently outperforms strong baselines and prior work.",http://aclweb.org/anthology/D17-1195,D17-1,D17-1195,https://arxiv.org/abs/1708.00781,"('Yangfeng Ji', 'Chenhao Tan', 'Sebastian Martschat', 'Yejin Choi', 'Noah A. Smith')",9,Dynamic Entity Representations in Neural Language Models,EMNLP,2017
"The field of quantum algorithms is vibrant. Still, there is currently a lack of programming languages for describing quantum computation on a practical scale, i.e., not just at the level of toy problems. We address this issue by introducing Quipper, a scalable, expressive, functional, higher-order quantum programming language. Quipper has been used to program a diverse set of non-trivial quantum algorithms, and can generate quantum gate representations using trillions of gates. It is geared towards a model of computation that uses a classical computer to control a quantum device, but is not dependent on any particular model of quantum hardware. Quipper has proven effective and easy to use, and opens the door towards using formal methods to analyze quantum algorithms.",http://aclweb.org/anthology/D17-1196,D17-1,D17-1196,https://arxiv.org/abs/1304.3390,"('Ivano Basile', 'Fabio Tamburini')",9,Towards Quantum Language Models,EMNLP,2017
"We introduce a new measure of distance between languages based on word embedding, called word embedding language divergence (WELD). WELD is defined as divergence between unified similarity distribution of words between languages. Using such a measure, we perform language comparison for fifty natural languages and twelve genetic languages. Our natural language dataset is a collection of sentence-aligned parallel corpora from bible translations for fifty languages spanning a variety of language families. Although we use parallel corpora, which guarantees having the same content in all languages, interestingly in many cases languages within the same family cluster together. In addition to natural languages, we perform language comparison for the coding regions in the genomes of 12 different organisms (4 plants, 6 animals, and two human subjects). Our result confirms a significant high-level difference in the genetic language model of humans/animals versus plants. The proposed method is a step toward defining a quantitative measure of similarity between languages, with applications in languages classification, genre identification, dialect identification, and evaluation of translations.",http://aclweb.org/anthology/D17-1197,D17-1,D17-1197,https://arxiv.org/abs/1604.08561,"('Zichao Yang', 'Phil Blunsom', 'Chris Dyer', 'Wang Ling')",9,Reference-Aware Language Models,EMNLP,2017
"In this study, we introduce a new approach for learning language models by training them to estimate word-context pointwise mutual information (PMI), and then deriving the desired conditional probabilities from PMI at test time. Specifically, we show that with minor modifications to word2vec's algorithm, we get principled language models that are closely related to the well-established Noise Contrastive Estimation (NCE) based language models. A compelling aspect of our approach is that our models are trained with the same simple negative sampling objective function that is commonly used in word2vec to learn word embeddings.",http://aclweb.org/anthology/D17-1198,D17-1,D17-1198,https://arxiv.org/abs/1707.05266,"('Oren Melamud', 'Ido Dagan', 'Jacob Goldberger')",9,A Simple Language Model based on PMI Matrix Approximations,EMNLP,2017
"Syllabification does not seem to improve word-level RNN language modeling quality when compared to character-based segmentation. However, our best syllable-aware language model, achieving performance comparable to the competitive character-aware model, has 18%-33% fewer parameters and is trained 1.2-2.2 times faster.",http://aclweb.org/anthology/D17-1199,D17-1,D17-1199,https://arxiv.org/abs/1707.06480,"('Zhenisbek Assylbekov', 'Rustem Takhanov', 'Bagdat Myrzakhmetov', 'Jonathan N. Washington')",9,Syllable-aware Neural Language Models: A Failure to Beat Character-aware Ones,EMNLP,2017
"Incorporating semantic information into the codecs during image compression can significantly reduce the repetitive computation of fundamental semantic analysis (such as object recognition) in client-side applications. The same practice also enable the compressed code to carry the image semantic information during storage and transmission. In this paper, we propose a concept called Deep Semantic Image Compression (DeepSIC) and put forward two novel architectures that aim to reconstruct the compressed image and generate corresponding semantic representations at the same time. The first architecture performs semantic analysis in the encoding process by reserving a portion of the bits from the compressed code to store the semantic representations. The second performs semantic analysis in the decoding step with the feature maps that are embedded in the compressed code. In both architectures, the feature maps are shared by the compression and the semantic analytics modules. To validate our approaches, we conduct experiments on the publicly available benchmarking datasets and achieve promising results. We also provide a thorough analysis of the advantages and disadvantages of the proposed technique.",http://aclweb.org/anthology/D17-1200,D17-1,D17-1200,https://arxiv.org/abs/1801.09468,"('Lea Frermann', 'György Szarvas')",9,Inducing Semantic Micro-Clusters from Deep Multi-View Representations of Novels,EMNLP,2017
,http://aclweb.org/anthology/D17-1201,D17-1,D17-1201,,"('Shen Li', 'Zhe Zhao', 'Tao Liu', 'Renfen Hu', 'Xiaoyong Du')",9,"
      Initializing Convolutional Filters with Semantic Features for Text
      Classification
    ",EMNLP,2017
"We define and study the link prediction problem in bipartite networks, specializing general link prediction algorithms to the bipartite case. In a graph, a link prediction function of two vertices denotes the similarity or proximity of the vertices. Common link prediction functions for general graphs are defined using paths of length two between two nodes. Since in a bipartite graph adjacency vertices can only be connected by paths of odd lengths, these functions do not apply to bipartite graphs. Instead, a certain class of graph kernels (spectral transformation kernels) can be generalized to bipartite graphs when the positive-semidefinite kernel constraint is relaxed. This generalization is realized by the odd component of the underlying spectral transformation. This construction leads to several new link prediction pseudokernels such as the matrix hyperbolic sine, which we examine for rating graphs, authorship graphs, folksonomies, document--feature networks and other types of bipartite networks.",http://aclweb.org/anthology/D17-1202,D17-1,D17-1202,https://arxiv.org/abs/1006.5367,"('Giannis Nikolentzos', 'Polykarpos Meladianos', 'Francois Rousseau', 'Yannis Stavrakas', 'Michalis Vazirgiannis')",9,Shortest-Path Graph Kernels for Document Similarity,EMNLP,2017
"We present a probabilistic model that uses both prosodic and lexical cues for the automatic segmentation of speech into topically coherent units. We propose two methods for combining lexical and prosodic information using hidden Markov models and decision trees. Lexical information is obtained from a speech recognizer, and prosodic features are extracted automatically from speech waveforms. We evaluate our approach on the Broadcast News corpus, using the DARPA-TDT evaluation metrics. Results show that the prosodic model alone is competitive with word-based segmentation methods. Furthermore, we achieve a significant reduction in error by combining the prosodic and word-based knowledge sources.",http://aclweb.org/anthology/D17-1203,D17-1,D17-1203,https://arxiv.org/abs/cs/0105037,"('Weiwei Yang', 'Jordan Boyd-Graber', 'Philip Resnik')",9,Adapting Topic Models using Lexical Associations with Tree Priors,EMNLP,2017
,http://aclweb.org/anthology/D17-1204,D17-1,D17-1204,,"('Natalie Parde', 'Rodney Nielsen')",9,"
      Finding Patterns in Noisy Crowds: Regression-based Annotation Aggregation
      for Crowdsourced Data
    ",EMNLP,2017
"The aim of this paper is to propose an approach based on the concept of annotation for supporting design communication. In this paper, we describe a co-operative design case study where we analyse some annotation practices, mainly focused on design minutes recorded during project reviews. We point out specific requirements concerning annotation needs. Based on these requirements, we propose an annotation model, inspired from the Speech Act Theory (SAT) to support communication in a 3D digital environment. We define two types of annotations in the engineering design context, locutionary and illocutionary annotations. The annotations we describe in this paper are materialised by a set of digital artefacts, which have a semantic dimension allowing express/record elements of technical justifications, traces of contradictory debates, etc. In this paper, we first clarify the semantic annotation concept, and we define general properties of annotations in the engineering design context, and the role of annotations in different design project situations. After the description of the case study, where we observe and analyse annotations usage during the design reviews and minute making, the last section is dedicated to present our approach. We then describe the SAT concept, and define the concept of annotation acts. We conclude with a description of basic annotation functionalities that are actually implemented in a software, based on our approach.",http://aclweb.org/anthology/D17-1205,D17-1,D17-1205,https://arxiv.org/abs/0711.2486,"('Chenguang Wang', 'Alan Akbik', 'laura chiticariu', 'Yunyao Li', 'Fei Xia', 'Anbang Xu')",9,CROWD-IN-THE-LOOP: A Hybrid Approach for Annotating Semantic Roles,EMNLP,2017
"Transfer and multi-task learning have traditionally focused on either a single source-target pair or very few, similar tasks. Ideally, the linguistic levels of morphology, syntax and semantics would benefit each other by being trained in a single model. We introduce a joint many-task model together with a strategy for successively growing its depth to solve increasingly complex tasks. Higher layers include shortcut connections to lower-level task predictions to reflect linguistic hierarchies. We use a simple regularization term to allow for optimizing all model weights to improve one task's loss without exhibiting catastrophic interference of the other tasks. Our single end-to-end model obtains state-of-the-art or competitive results on five different tasks from tagging, parsing, relatedness, and entailment tasks.",http://aclweb.org/anthology/D17-1206,D17-1,D17-1206,https://arxiv.org/abs/1611.01587,"('Kazuma Hashimoto', 'caiming xiong', 'Yoshimasa Tsuruoka', 'Richard Socher')",9,A Joint Many-Task Model: Growing a Neural Network for Multiple NLP Tasks,EMNLP,2017
,http://aclweb.org/anthology/D17-1207,D17-1,D17-1207,,"('Meng Zhang', 'Yang Liu', 'Huanbo Luan', 'Maosong Sun')",9,"
      Earth Mover's Distance Minimization for Unsupervised Bilingual Lexicon
      Induction
    ",EMNLP,2017
